domain,label,class
lewaos.com,normal.alexa,0
wouldcompany.net,,1
e2f2af87740867a7c061c76c585dc901.org,,1
vestidosdenoviadiferentes.es,normal.alexa,0
zf2634ee453742f19d59c745f169999ed1.so,dga.dyre,1
lakfdljlz.org,,1
bthbyotmra.ws,,1
icfesinteractivo.info,normal.alexa,0
chicatanyage.com,normal.alexa,0
jchinkpivklm.com,,1
lilybeachmaldives.rocks,normal.alexa,0
baxvra.com,,1
ciccewigkqokaqiw.org,dga.ramdo,1
initpro.ru,normal.alexa,0
aeukosgqyaqweecq.org,,1
bigbuzzy.ru,normal.alexa,0
indeed.jobs,normal.alexa,0
lbblcfebaldndcbb.org,,1
azbookvarik.ru,normal.alexa,0
gbich.com,normal.alexa,0
sms-receiver.org,normal.alexa,0
dituhui.com,normal.alexa,0
mtawotiwmtya.com,,1
efubet.com,normal.alexa,0
gotowww.site,normal.alexa,0
intel.cn,normal.alexa,0
daluidecix.ddns.net,,1
returnstranger.net,,1
vyazanie-shapok.net,normal.alexa,0
balkankinology.net,normal.alexa,0
new-hot-point.com,normal.alexa,0
citroen-club.it,normal.alexa,0
copymethat.com,normal.alexa,0
encyclopaedia-russia.ru,normal.alexa,0
bnet.com,normal.alexa,0
laniomnorahu.ddns.net,,1
dmdaxihudlnmfxrspyn.mn,dga.necurs,1
wald9.com,normal.alexa,0
liecarehurtbenchpagesource.com,,1
lwhtgeutkrzcf.com,,1
ifitness.fr,normal.alexa,0
regasu-shinjuku.or.jp,normal.alexa,0
ehmugooscufeofm.ddns.net,,1
kkxbyolxr.com,,1
lnuqokwhsmcloqz.info,,1
ekmblcolwnmhby.org,,1
dqogaxdagymeizaebucqvgbuy.biz,,1
xfexorjvpdhapjvvwppcurc.ru,,1
nutleyschools.org,normal.alexa,0
bnb.com.bt,normal.alexa,0
jatybq.org,,1
diit.info,normal.alexa,0
bofferding.lu,normal.alexa,0
samsungsem.com,normal.alexa,0
onmf1lyhyla43hutwre87n3.ddns.net,,1
fntcmfsdm99fa87u.cn,,1
tusclasesdeguitarra.com,normal.alexa,0
ggsctx.net,normal.alexa,0
cqbnly.com,normal.alexa,0
irytrcxgbhbmkbrkxwupfqsozlr.com,,1
niklausgerber.com,normal.alexa,0
funklocks.com,normal.alexa,0
jogarjogosdemeninas.com,normal.alexa,0
hifeofol.ru,dga.pushdo,1
bronzallure.it,normal.alexa,0
rycaropynar.eu,,1
iywnyfvozbstcpze2l.com,,1
runinstyle.tw,normal.alexa,0
1x20lihg2efcc37b4j16vqzi2.net,,1
ns1.dnsfor5.biz,,1
dljklkkvauwnq.mn,,1
cnam-paris.fr,normal.alexa,0
guphererwyatanb.com,dga.banjori,1
kyuokgmiywwcqaoe.org,dga.ramdo,1
qfshakoo.biz,,1
ziyu.net,normal.alexa,0
uwv.nl,normal.alexa,0
wnvrblmfytpdmdgckor.org,,1
ropvlbemupvbqdmwgaywgb.ru,,1
theblackcoin.com,normal.alexa,0
vkusnyatina-doma.ru,normal.alexa,0
albion-swords.com,normal.alexa,0
kristensdaily.com,normal.alexa,0
healthtrioconnect.com,normal.alexa,0
ixvkfwue.com,,1
media-mosaic.com,normal.alexa,0
hhtettd.cn,,1
trktvs.ru,normal.alexa,0
ilfvkfmxodn.mn,,1
dzzpinvkyv.com,,1
ysqevijrnaxlubhx.eu,,1
onlcdwjvvkz.com,,1
swttcfessfyf.com,dga.tinba,1
cricnama.com,normal.alexa,0
duniainformasikesehatan.com,normal.alexa,0
uwxwloowuek.net,,1
seowordpress.pl,normal.alexa,0
slaq7n1qcxnrobm2ts.com,,1
protynhhyczzhdefi.com,,1
salemeen.com,normal.alexa,0
dhsuefunchql.com,,1
yireuy.com,,1
handmadeidea.com.ua,normal.alexa,0
lantis-net.com,normal.alexa,0
likesmaaz.com,normal.alexa,0
jmnews.com.cn,normal.alexa,0
treehut.co,normal.alexa,0
hjvykigwryzuhapp.info,,1
pickmine.net,,1
2aviaboleto.com.br,normal.alexa,0
1nkqlz67hyriopairy1nx3mqe.com,,1
locatimefree.com,normal.alexa,0
hensslerhenssler.de,normal.alexa,0
baslattusu.com,normal.alexa,0
carstaxi.ae,normal.alexa,0
ask7beni.com,normal.alexa,0
amtalarb.blogspot.com,normal.alexa,0
iaksamentalistfanchonut.com,,1
12sop581gykao01ntgwrs1ddi0g3.org,dga.post,1
ouz653a4mf2weuhs.net,,1
genggaminternet.com,normal.alexa,0
ckgeqada.com,,1
vespermems.com,normal.alexa,0
fapbank.com,normal.alexa,0
wjffyxwwvrcxqpsc.eu,,1
qkaich.com,,1
thesecold.net,,1
swvsphm.info,,1
aylbsikathrinezad.com,,1
snoopybox.co.kr,normal.alexa,0
bhsyihgdswwe.ru,,1
solfoodrestaurant.com,normal.alexa,0
jggxyjoqjofeyl.com,dga.cryptolocker,1
areebworld.com,normal.alexa,0
sydaccss.com,,1
familyfriendlyfrugality.com,normal.alexa,0
mesatactical.com,normal.alexa,0
maveron.com,normal.alexa,0
visualharbor.com,normal.alexa,0
uhixkhqlkl.com,,1
nqkniwcvgvk.dynserv.com,,1
xujrpm.com,,1
forminterviewdishemptyretain.com,dga.matsnu,1
mtqwotiwmtya.info,,1
pontoperdido.com,normal.alexa,0
rc5qr8xunk5m.net,,1
v0vl54qrolldqp5s6bg9tnq8.biz,,1
razor-russia.ru,normal.alexa,0
eachshot.com,normal.alexa,0
bigmenonline.co.uk,normal.alexa,0
gimyvx.com,,1
jubrxkb.ws,,1
lilliputiens.be,normal.alexa,0
9yxhfvgg2jk812mxhbt1ulgu65.org,,1
qjshyhod.ru,,1
nveqjjvgfq.net,,1
slowfood.de,normal.alexa,0
oqtuij.com,,1
stoneip.info,normal.alexa,0
olrwvqikynkkiv.biz,,1
yikmuqoncrivbjl.co.uk,,1
inhonorofdesign.com,normal.alexa,0
cutegirl.jp,normal.alexa,0
ntrguadalajara.com,normal.alexa,0
metasuche.com,normal.alexa,0
zeniusmultimedia.com,normal.alexa,0
ns1.backdates0.net,,1
vireals.com,normal.alexa,0
vzxpsikathrinezad.com,,1
qz828.com,normal.alexa,0
ajx4zmaorqj5o4a35y.cn,,1
topiberian.com,normal.alexa,0
incompliancemag.com,normal.alexa,0
v8pib8tqn8pi.com,,1
wesimplifyblogging.com,normal.alexa,0
polfed.org,normal.alexa,0
root-n.com,normal.alexa,0
38dy.cn,normal.alexa,0
mygodpictures.com,normal.alexa,0
vopecet.info,,1
armagedomfilmes.biz,normal.alexa,0
herbapreneur.net,normal.alexa,0
superbrugsen.dk,normal.alexa,0
1ekoxn8mot2fq1tty32ugsoy2b.org,,1
aejykuntyxgeparil.su,,1
jyqyvlleibmp.com,dga.tinba,1
bvxlfdvhrnlihelkxkxftdci.biz,,1
aptekaberlin.com,normal.alexa,0
1001gardens.org,normal.alexa,0
julgfedtqqev.com,,1
ns1.backdates7.info,,1
trikepatrol.com,normal.alexa,0
daughtersucceedpersuadebrain.com,,1
capitalmadrid.com,normal.alexa,0
seniorennet.be,normal.alexa,0
fuedli-x.ch,normal.alexa,0
radiox.com,normal.alexa,0
1c81475b94318081819bb8c61f619a91.info,,1
oxuwelimvemu.ddns.net,,1
onweb.it,normal.alexa,0
osoroshian.com,normal.alexa,0
badungkab.go.id,normal.alexa,0
obutgdkbg.com,,1
jqiwtupgjeqmrrsn.net,,1
foltysoku.com,dga.ramnit,1
1mmo5h3wm03k01j7766wm831nm.com,,1
drlcgydmxqvpaioo.com,,1
qwest.com,normal.alexa,0
dzonline.de,normal.alexa,0
1rfcethn8m5ba1dmjbn2w9x7dd.biz,,1
womengonebad.com,normal.alexa,0
completecareshop.co.uk,normal.alexa,0
anonza.de,normal.alexa,0
leicafdo.ru,dga.pushdo,1
meowzsiugkeq.biz,,1
poste.dz,normal.alexa,0
eadbox.com,normal.alexa,0
i6f1t6b5o0ugcj5rcs3fo6t1.org,,1
savoyhouse.com,normal.alexa,0
orderanger.net,,1
nirajnanal.com,normal.alexa,0
cnileabvuwxuuovdcc.com,,1
uaakllgedxiee.co.uk,,1
conquerors.clan.su,normal.alexa,0
boostmefast.com,normal.alexa,0
acaxadup.ddns.net,,1
freemiumscripts.com,normal.alexa,0
bonboo.co.kr,normal.alexa,0
khpptkstqkei.net,,1
hzkslt1.com,normal.alexa,0
du7gp6x75xtnaznwj6u1p7z.org,,1
wwuimwwescgkyoae.org,,1
lvgcmen.com,,1
9f0e90730c761c7cc45096211872f235.info,,1
analyzemysites.com,normal.alexa,0
bnwgwjrcymbs.info,,1
yymqwfhtsmboryc.tw,,1
ffdbefbafbnmekmn.net,,1
uououki4mgig.net,,1
galiciae.com,normal.alexa,0
vngjwbmiesuloo.biz,,1
ceasacampinas.com.br,normal.alexa,0
naikexie.com.cn,normal.alexa,0
competitivite.gouv.fr,normal.alexa,0
azkdradsholapet.com,,1
ulueto.com,,1
h6be32e275bb4e31bc2c7272e2d56fe561.ws,,1
workiz.com,normal.alexa,0
cc636c1jzqutib4u0hwaqhm9s.net,,1
hjzzji.org,,1
bundesporno.xxx,normal.alexa,0
northernmum.com,normal.alexa,0
chebaba.com,normal.alexa,0
hinduism.co.za,normal.alexa,0
nuefxaivsoombuc.ddns.net,,1
1iaqn8nn5p3oemhe9p1iujspw.com,,1
gigabase.com,normal.alexa,0
actindo.biz,normal.alexa,0
7pzjnv16286t81b5oclv42dze7.net,,1
oglsozhcvmtrd.com,,1
pricespectre.com,normal.alexa,0
302pkg1mub79g1dos66f1aq5f32.net,,1
wrenchmonkees.com,normal.alexa,0
inspirationals.net,normal.alexa,0
uqahecexka.ddns.net,,1
atradius.com,normal.alexa,0
qntbee.net,dga.conficker,1
tquvbfch.info,,1
yuvutu.com,normal.alexa,0
toktokbox.com,normal.alexa,0
nchvlkqtvjdbwm.com,dga.cryptolocker,1
beknyxztcbetgsodugeugvsdujf.ru,,1
habbies.nl,normal.alexa,0
wiee.rs,normal.alexa,0
pptrxrzuwcoj.yi.org,,1
windhostappreciateadvanced.com,,1
zhmsalitydevonianizuwb.com,,1
eschool4u.blogspot.in,normal.alexa,0
xgjzms1oc7nw0mhnlj55h6ojk.net,,1
e31a0b233b280f6244799911cf2816ac.cz.cc,,1
atwdimxnecwij.com,,1
sharethefiles.com,normal.alexa,0
lifgjmwfggkx.com,,1
mvmsport.com,normal.alexa,0
april15th.com,normal.alexa,0
istarnext.com,normal.alexa,0
tongbusj.com,normal.alexa,0
dtiwwgeozakauerqd.com,,1
sitnqwoppeauhwqq.com,,1
psxdev.net,normal.alexa,0
liixfoodovmi.ddns.net,,1
mbkaldbnoddcdokf.com,,1
lifeinahouseoftestosterone.com,normal.alexa,0
go-fish.mobi,normal.alexa,0
patmufib.ru,,1
prvjvsjqqphtsrm.info,,1
paqtsx.com,,1
gmgcaisukseiecko.org,,1
newsreducebilltrypagelet.com,dga.matsnu,1
myvanilladebitcard.com,normal.alexa,0
ihxydxwvpmrmjzljlbguljwswk.ru,,1
5627281614e6729b4b2219d9607b0bed.co.cc,,1
mubrbqpjjffb.ru,,1
oktuphrdvnamvnvv.eu,,1
publion.net,normal.alexa,0
goldkoreanporn.com,normal.alexa,0
mamaitressedecm1.fr,normal.alexa,0
t3d6682f081165dd59f04e917913263917.cn,,1
mbwm00gd6siz1amoga91pd0gq2.net,,1
dstrack3.com,normal.alexa,0
rwnepuq.eu,,1
agentcancelreplystudyescape.com,,1
yqfqenhancedysb.com,dga.banjori,1
rfxn.com,normal.alexa,0
sprottglobal.com,normal.alexa,0
vpornuhe.net,normal.alexa,0
rbfixkn.com,,1
ui-grid.info,normal.alexa,0
rcht.nhs.uk,normal.alexa,0
civnrualsnyhecc.biz,,1
tr2xt1jzlgg31w11oyq191r6vu.org,,1
qkixjmrzqtdqpqpe28.net,dga.rovnix,1
amycidablyhoosieraw.com,dga.banjori,1
psvyjmxxkjzcpxqviwrkml.info,,1
khmqlcp.info,,1
mansports.com,normal.alexa,0
1na88ep1i8uxv3mzqs6w12h6zw8.com,,1
biedveilingen.nl,normal.alexa,0
favatgox.ru,,1
of11144e78321b7516072ca2fd36a4c26d.hk,,1
gdansk4u.pl,normal.alexa,0
bibbqymeyiueoybt.com,dga.ramnit,1
kb8330d36cc888c5dcfb039e87df24dc6c.hk,,1
ikytvif.info,,1
feu.edu.ph,normal.alexa,0
valhwkfy.com,,1
barnhardt.biz,normal.alexa,0
znamost.cz,normal.alexa,0
hdcreampieporn.org,normal.alexa,0
glg.it,normal.alexa,0
jdghinohivby.com,dga.tinba,1
tutorbit.org,normal.alexa,0
caolhzdwer.ws,dga.conficker,1
wc.lt,normal.alexa,0
iesonline.co.in,normal.alexa,0
roecteoxvdlchgm.biz,,1
qgubtezfcu.com,,1
ebay-wish-bigger.com,normal.alexa,0
lipssofacto.com,normal.alexa,0
lsg.nl,normal.alexa,0
116point.it,normal.alexa,0
mgoswk.org,,1
writelikefreddy.com,normal.alexa,0
ltlrjqprfmyy.com,,1
ezlivingfurniture.ie,normal.alexa,0
sytzbe.com,,1
gotoeurostyle.com,normal.alexa,0
ufwttfecso.net,,1
dianegottsman.com,normal.alexa,0
prtmwdwhie.com,,1
pupomagy.info,,1
big4.com,normal.alexa,0
yrbpqfrkhvfxjpudfyyh.me,,1
ohwrqtetmtwawkeb.com,,1
icl2uxirtbitj.net,,1
ffysalitydevonianizuwb.com,,1
mypublicnotices.com,normal.alexa,0
datawrapper.de,normal.alexa,0
admiralmarkets.ru,normal.alexa,0
oemvtuasjxekl.co.uk,dga.cryptolocker,1
uy6yazyrnd8tfbl9.com,,1
vuduciel.ca,normal.alexa,0
thebookingbutton.com.au,normal.alexa,0
1dsfpn1zz86ei10oj0jy1wb7ip.net,,1
ofwikole.ddns.net,,1
mitula.com.ar,normal.alexa,0
gjkgjghktcmu.com,,1
btdldr.com,,1
krajski.wordpress.com,normal.alexa,0
gqygokewksoegows.org,,1
cicedbioztyoneariilfcyx.info,,1
68i6x1s8utjk2rq71y.com,,1
wkyeumyvwmypdw.su,,1
cr-car.ru,normal.alexa,0
gaqnjx.com,,1
skjbiologistbikerepil.com,dga.banjori,1
worldmeeting2015.org,normal.alexa,0
360.ru,normal.alexa,0
wlad2.ru,normal.alexa,0
1s7hdhn1enj0y91y2uiqx1q0klj1.org,,1
hairguess.net,,1
unlemyfopaefalge.eu,,1
cpa7chezohuz.net,,1
fvioererwyatanb.com,,1
uihpaghftuyollt.ru,,1
ade3dgnjqtetq2i.com,,1
jytlxnjvghuainrljfvotqcvw.com,,1
chaordic.com.br,normal.alexa,0
ostqhmmuildu.com,dga.tinba,1
lazada.com.ph,normal.alexa,0
pufibeva.info,,1
123bij7u8y02419d1sapx1inqk.net,,1
lykufuxy.info,,1
qwagjudhknecknqtysladsf.info,,1
ijpvllnfdlnlbdysvwvgjrrwaylf.com,,1
owzjgzylk.org,,1
it-mall.co.kr,normal.alexa,0
tech-critic.com,normal.alexa,0
rhfntqqp.com,,1
hazipatika.com,normal.alexa,0
pnpmlzkssgkw.net,,1
anime-revive.com,normal.alexa,0
1e2u9r01j1hzex16eh9wc153qa5r.net,,1
expukailu.ddns.net,,1
arufoqu.eu,,1
wujcamentalistfanchonut.com,dga.banjori,1
irobot.it,normal.alexa,0
701h.com,normal.alexa,0
ryfbvbsosdkcbsuhc.com,dga.qakbot,1
petergarritano.com,normal.alexa,0
1024bt.info,normal.alexa,0
ashplayergletadobef.co.uk,,1
diamonddealfrienddreamaward.com,,1
cpvqyb.com,,1
xadspazsv.top,,1
condaianllkhir.com,normal.alexa,0
agromaster.ru,normal.alexa,0
wqldleasuredehydratorysagp.com,,1
puvoc.eu,,1
usawithgitler.com,,1
africanvillage.co.uk,normal.alexa,0
bssaonline.org,normal.alexa,0
jratpnf.info,,1
videopornarchive.com,normal.alexa,0
lvg7bem64j51kr2jz6.biz,,1
veterans.gc.ca,normal.alexa,0
promaticstechnologies.com,normal.alexa,0
liminallyme.tumblr.com,normal.alexa,0
ihdindia.org,normal.alexa,0
kayak.co.kr,normal.alexa,0
vkieunezvkb.org,,1
kuakocuwukmiiaoq.org,dga.ramdo,1
ngngqq.biz,,1
1h0xpve11ig2mygnm2116niusx.com,,1
afspszuhaayetuyqb.net,,1
bibb.ga.us,normal.alexa,0
zeethiop.com,normal.alexa,0
strandbeest.com,normal.alexa,0
elancasti.com.ar,normal.alexa,0
skladsizo.ru,normal.alexa,0
oqscelrquspbprxmftkpzhahysc.ru,,1
gu4cwcnjsmtdbfh86y.ru,,1
izitwtpo.com,,1
skylon-restaurant.co.uk,normal.alexa,0
jessica-ebert.de,normal.alexa,0
pckxlasgljys.com,,1
download0098.ir,normal.alexa,0
cgeoiyxoradbymu.net,,1
fsa.br,normal.alexa,0
viasat.fi,normal.alexa,0
hhagdr.com,,1
jk-lybid.com.ua,normal.alexa,0
hammer-trophy.com,normal.alexa,0
12ojka06q2quxjz74h7ol48rw.biz,,1
f1-times.ru,normal.alexa,0
causesurroundaddressresult.com,,1
wdlrmrv.info,,1
pwwqhcb.info,,1
ubuntuleon.com,normal.alexa,0
weddingcakesdesignsidea.com,normal.alexa,0
eilsvs.net,,1
fqqian.com,,1
mypregnancybaby.com,normal.alexa,0
coppersdream.org,normal.alexa,0
321pekh.rozblog.com,normal.alexa,0
ebgavouqopkiacm.ddns.net,,1
mybestbrands.fr,normal.alexa,0
md5decoder.org,normal.alexa,0
nlfqmwp.info,,1
hoysct7wrzucw5qeda.biz,,1
weageife.ru,,1
wljknf.yi.org,,1
lkrvgqpoyyeq.com,dga.tinba,1
carltonstaffing.com,normal.alexa,0
jaypcqgtcdqtw.net,,1
tjqoowdmpoqhkfm.biz,,1
qimeda.de,normal.alexa,0
universityofcalifornia.edu,normal.alexa,0
newstonight.co.za,normal.alexa,0
truckspring.com,normal.alexa,0
yfsfevskktazk8bexw15zlc7.com,dga.post,1
shopchoicely.com,normal.alexa,0
hghywscjhxkwx.xyz,,1
egxhvssexqiile6.com,,1
xgykeiljrmrnhtdepv.net,,1
rceyddx.xyz,,1
ebook.it,normal.alexa,0
sbuhkxkzs.ru,,1
ckpejhv4ah.com,,1
fd7373af9930225e151d90ab0d564269.org,,1
doexeqfggjxcbt.pw,,1
thecable.ng,normal.alexa,0
editions-tredaniel.com,normal.alexa,0
vw6k8doiylv8f3siug.com,,1
niigata-kotsu.co.jp,normal.alexa,0
thelunarchronicles.com,normal.alexa,0
badfaanbffdaanbc.org,,1
7l7p7nglar3pwv5lo8irudk.ddns.net,,1
noktlwetfv.net,,1
tadobeflashpelayerg.net,,1
sptdmvoewxkeqqtozq.com,,1
shipbob.com,normal.alexa,0
sandyskitchenadventures.com,normal.alexa,0
gumusada.com,normal.alexa,0
bfofcwhxbt.com,,1
jejadur.info,,1
sqgtfmvent.info,,1
vozduh.msk.ru,normal.alexa,0
9f0e90730c761c7cc45096211872f235.co.cc,,1
cruelladesigns.com,normal.alexa,0
qu49duuq9cjj.com,,1
infofunerais.pt,normal.alexa,0
abikiniaday.com,normal.alexa,0
gvk47volaf56onc.ddns.net,,1
fathomvoice.com,normal.alexa,0
9owch68rs36cjwfi.net,,1
ola.com,normal.alexa,0
simsim.ge,normal.alexa,0
ititch.com,normal.alexa,0
yqhuewtfoxmfg.biz,,1
kryptonsite.com,normal.alexa,0
ixplorer.is,normal.alexa,0
gousto.co.uk,normal.alexa,0
nequfniiowe.org,,1
ipersonic.net,normal.alexa,0
zvpaoi.com,,1
jukujoya.jp,normal.alexa,0
nownsurvey.com,normal.alexa,0
300mbmovies.co,normal.alexa,0
firat.edu.tr,normal.alexa,0
bellrubavoidgroupprogram.com,dga.matsnu,1
grobkding.org,,1
1dcdupi1chyvv31wz2tuvno5hfq.org,dga.post,1
gameois.com,normal.alexa,0
lbcnxhmqmp.com,,1
inautia.it,normal.alexa,0
cuwbuvll.name,,1
xebabanh.net,normal.alexa,0
againstladder.net,,1
imkosmetik.com,normal.alexa,0
world-hmade.ru,normal.alexa,0
icrip.jp,normal.alexa,0
10h8kmd1pt7rvz1juxol9hvic6c.biz,,1
ijlesyv.info,,1
uboxmfyfm.top,,1
jdgningawttj.org,,1
fbjduwam.la,,1
toyotautrust.in,normal.alexa,0
zatzezgls.org,,1
mnhs.org,normal.alexa,0
wlnqcydfuebbmovld.me,,1
iakepartbulkyf.com,,1
nnjo5w1c1lgslkry.info,,1
qwytltlylhunfolbqwmvxjbhyo.biz,,1
lakaskultura.hu,normal.alexa,0
axkpuza.org,,1
fqn5sn52ebpsl15ap3.ru,dga.rovnix,1
fokenuzohym.eu,,1
qrqwedkjwabkeu.tw,,1
oxexchmzg.top,,1
myopencourses.com,normal.alexa,0
orwvifxds.com,,1
ncocc.net,normal.alexa,0
ns1.backdates2.net,,1
luxagse.dynserv.com,,1
sport24h.com.vn,normal.alexa,0
4search.pl,normal.alexa,0
puntoseninfonavit.com,normal.alexa,0
topclasspanamaescorts.com,normal.alexa,0
olkedaigipwa.ddns.net,,1
yewogm4kh9yorbcu.net,,1
4n3aay5xvov9qsf.net,,1
homemadempegs.com,normal.alexa,0
atlantida-o.ru,normal.alexa,0
sjapapuhi41t1du4y6e.ddns.net,,1
worldofmods.eu,normal.alexa,0
kanichi.jp,normal.alexa,0
54e0893b4a086d4e57b432d8ed835e73.org,,1
professionalacademy.com,normal.alexa,0
ywscockweokqkswi.org,,1
aioexpress.com,normal.alexa,0
premiumsan.ru,normal.alexa,0
lypgromn2869z7nb.org,,1
vxyurqwcfddcwbrm.ru,,1
strokeattractprogramlawyer.com,dga.matsnu,1
ncc.gov.tw,normal.alexa,0
cpddbnyrofsudrqv.eu,,1
syegjetvwxvxg.co.uk,,1
coit.com,normal.alexa,0
woeyff.com,,1
g13eeb4e2d51e4e5798dc2cf2922a21c66.tk,,1
go2feeds.org,normal.alexa,0
online-kaufen-selbst-abholen-ikea.de,normal.alexa,0
madeinkempen.be,normal.alexa,0
1kcdnnbgnk0d0t1nhf91j1c9w1.com,,1
kypzsedkn56uk1elsn.com,,1
arqakaexmocoil.ddns.net,,1
marketingjoss.com,normal.alexa,0
cruisesdepot.com,normal.alexa,0
vrttzyjwfvodogvfo.net,,1
qauvjkerjlritn.net,,1
ohmngfylgz.top,,1
15slwfvek8cdf8gawfg6mvkdk.net,,1
wildeslaw.com,normal.alexa,0
indian-porn-tube.biz,normal.alexa,0
proekt-shop.ru,normal.alexa,0
maria-medium-numerologa.com,normal.alexa,0
alison.com,normal.alexa,0
seasonenter.net,,1
ainheuhcwd.ug,dga.necurs,1
bibledesignblog.com,normal.alexa,0
pornodequalidade.com,normal.alexa,0
qafrugpo.ru,,1
keytas.ru,normal.alexa,0
naturals-promo.ru,normal.alexa,0
ikbrilpbxduhym.com,,1
g4gaqxhnn2.com,,1
ingots.ru,normal.alexa,0
ntn80m1trlgfvug070sefczbc.org,,1
ciafbuduagnee.ddns.net,,1
dvyxietlbjkuow.org,,1
imbxorfmgtwqpmxnz.com,,1
ccie.hk,normal.alexa,0
adafbfb1d6738352c18aae0c4b346a24.org,,1
spmmjjez.dynserv.com,,1
st9eoc0bplb1zmdz.net,,1
oswiecimskie24.pl,normal.alexa,0
bqpcvuhgttii.ru,dga.tinba,1
1rg8xwv6d2df1uxd9by17mqnoa.biz,,1
der-postillon.de,normal.alexa,0
dkom.pl,normal.alexa,0
e23cb783174nfy5xj8.biz,,1
brecorder.com,normal.alexa,0
souraiders.com,normal.alexa,0
satcqmazby.com,,1
infoprut.ro,normal.alexa,0
atc2qvshw4glarupyx7dqjg.ddns.net,,1
city.kharkov.ua,normal.alexa,0
vdzyymlr.ws,,1
jefupon.info,,1
voyagegroup.com,normal.alexa,0
ehealthmd.com,normal.alexa,0
xtronica.it,normal.alexa,0
loop.jobs,normal.alexa,0
gurobi.com,normal.alexa,0
unbombazo.com,normal.alexa,0
f0914cf8f071f084e2462071d2e6ef431b.cn,,1
theblondeabroad.com,normal.alexa,0
qjjocsgcqeweogiajmydo.tv,,1
tiwtter.com,normal.alexa,0
ifo5ij0p6zsl.org,,1
k2129fcr0msq2cgt.cn,,1
sosyalhizmetuzmani.org,normal.alexa,0
lesmaster.ru,normal.alexa,0
juanproject.org,normal.alexa,0
accrareport.com,normal.alexa,0
dpzucuaymzxwxaqfadutcqbkn.net,,1
kuosseomomwicqmw.org,,1
ekqrguunhfjzupea.com,,1
nrrgvgzpztqopblrltgwomvdwsucy.org,,1
122ezsynu0o9lqgml0milmgn8.net,,1
cghdwwhyqqnr.com,,1
hairy-women-pussy.net,normal.alexa,0
infiniexpopc.com,normal.alexa,0
sologirladdict.com,normal.alexa,0
i805e3ee08e9600288c20037af9e7664c9.to,dga.dyre,1
pastryaffair.com,normal.alexa,0
lespac.com,normal.alexa,0
xc7e138c3df8fafeddb7dc6f6c2c4fcd7d.so,,1
adimymxxgraneqnunqv.com,,1
bqjiruujuwg.com,,1
toizrqiostnu.info,,1
1bieis3pjnp731imp8hp43non0.org,,1
converve.com,normal.alexa,0
emamswcuaykseeug.org,dga.ramdo,1
vitagroup.com.au,normal.alexa,0
misanweb.com,normal.alexa,0
fklenccnkacaleak.online,,1
360chepin.tmall.com,normal.alexa,0
reglet.ru,normal.alexa,0
northharbor.com.cn,normal.alexa,0
hndwyfhiwe.com,,1
mtawotiwmtya.info,,1
livciaqgytvdepjbelvhaldahi.info,,1
doganyba.info,,1
magmebel.ru,normal.alexa,0
umqwehluzehvvcmvo.net,,1
tupyqav.info,,1
steamshipauthority.com,normal.alexa,0
dutggystlzxcchanthecuga.ru,,1
abit.spb.ru,normal.alexa,0
dflcamcknkdmkdld.info,,1
cyclesuperstore.ie,normal.alexa,0
thpfeoeaoodhyxim.eu,,1
bkhvqfwxcvvvex.org,,1
igearmall.biz,normal.alexa,0
nicitirukumaqo.ddns.net,,1
cexavenaleahk.ddns.net,,1
heqnfpjlbcaozlvltkadrwhq.com,,1
huaweiconnect.co.in,normal.alexa,0
jarnnilevt.org,,1
ldcenlfkfddeaanc.website,,1
igopost.ie,normal.alexa,0
stomachmessappreciateretain.com,,1
oswego.or.us,normal.alexa,0
uhizkte.top,,1
connosr.com,normal.alexa,0
lznews.cn,normal.alexa,0
cost-simulator.com,normal.alexa,0
xrgjenhancedysb.com,,1
1ex74pdqz2kor3ibhas6hdxyi.net,,1
graphtecthai.com,normal.alexa,0
1jdtv20aus1f7p7e4h6k6l.biz,,1
americasfreedomfighters.com,normal.alexa,0
webstorage.jp,normal.alexa,0
rdeyigxp.tw,,1
vghxqhjiychns.com,,1
moto.gr,normal.alexa,0
thelivingmoon.com,normal.alexa,0
revistaenterate.mx,normal.alexa,0
wikigrib.ru,normal.alexa,0
hotxpix.net,normal.alexa,0
skmwqcksmskwyukk.org,,1
ns1.backdates14.com,,1
hcmfpadykrduem.net,,1
vnunrhmqukiuc.ir,,1
forgetspecial.net,,1
otuvwrcvqj.top,,1
ivjvwsmiiwbtvtb.net,,1
myhistori.ru,normal.alexa,0
sarahjenks.com,normal.alexa,0
kyxcbovgjub.info,,1
creducation.org,normal.alexa,0
roohfxvgypbkgqq.com,dga.ramnit,1
scottrobertsweb.com,normal.alexa,0
pjt19vwbngu.net,,1
marilynmonroe.com,normal.alexa,0
voidhawkflashlights.com,normal.alexa,0
gfllpfrxfhh.pl,,1
vinyltap.co.uk,normal.alexa,0
1kyb29s1pa3bn44y785o5uanx2.net,,1
urqinemohuum.ddns.net,,1
tlgaloeipb.com,,1
largeonlinegames.net,normal.alexa,0
passat.com,normal.alexa,0
yewjvaait.com,dga.ramnit,1
sexoexposto.blogspot.com.br,normal.alexa,0
makingcomics.com,normal.alexa,0
ukwallpaper.co.uk,normal.alexa,0
dflkpprqltf.dynserv.com,,1
redeowamroahx.ddns.net,,1
chainbatsplitfacereasonknife.com,,1
univision.net,normal.alexa,0
dbendcqewcuwvbsv.xyz,,1
